Invariant,Avg,Prior,Ratio,Avg Observations,Avg A Samples,S24, S10, S25, S8, S21, S9, S6, S16, S14, S23, S22, S26, S13, S12, S15, S7, S17, S11, S27
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.62220,0.91677,0.67868,147.00000,0.67868,1.0,0.0,1.0,0.0,0.0,0.87589,0.48159,0.48545,0.97541,0.90794,0.70248,0.0,0.74729,1.0,0.81378,1.0,0.83192,0.0,1.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.35793,0.91677,0.39043,20.00000,0.39043,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.80073,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.80738,0.91677,0.88068,559.00000,0.88068,1.0,0.0,1.0,1.0,1.0,1.0,0.82285,0.95933,0.94997,1.0,0.96863,0.0,0.90351,0.97447,1.0,0.7822,1.0,0.0,0.97924
P(EventW_Machine=EventW_Machine==  | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.49951,0.91677,0.54485,50.00000,0.54485,1.0,0.59012,0.60093,0.5025,1.0,0.0,0.48159,0.23924,1.0,1.0,1.0,0.0,0.0,0.8755,0.68603,0.0,0.51471,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.83651,0.91677,0.91246,2303.00000,0.91246,0.0755,0.89509,0.98616,0.91082,0.92929,0.73154,0.92711,0.93623,0.81406,0.86632,0.83851,0.9221,0.9106,0.89405,0.8908,0.93195,0.81843,0.89206,0.72316
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.87892,0.91677,0.95872,14525.00000,0.95872,0.17193,0.94071,0.92087,0.93856,0.92651,0.93664,0.94045,0.91264,0.89027,0.91116,0.90063,0.91024,0.90479,0.91086,0.90058,0.91201,0.93132,0.9079,0.9315
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.77525,0.91677,0.84563,2180.00000,0.84563,0.16333,0.82813,0.73463,0.77062,0.78927,0.85955,0.80194,0.79542,0.92762,0.66357,0.88519,0.80012,0.90789,0.79023,0.77421,0.85782,0.79296,0.75032,0.83696
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.84207,0.91677,0.91852,3181.00000,0.91852,0.06255,0.93216,0.90464,0.8611,0.95172,0.84422,0.9608,0.94131,0.86485,0.83774,0.89605,0.89171,0.86271,0.93698,0.91217,0.93164,0.81188,0.7632,0.83193
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.90119,0.91677,0.98300,17400.00000,0.98300,0.25338,0.94528,0.94074,0.94515,0.94473,0.95429,0.94857,0.92952,0.93654,0.93792,0.91905,0.92803,0.92446,0.92371,0.94149,0.92399,0.94981,0.93142,0.94444
P(EventW_Machine=EventW_Machine==  | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.81048,0.91677,0.88406,2123.00000,0.88406,0.18963,0.77651,0.8677,0.79767,0.77334,0.89664,0.86622,0.90846,0.90392,0.78937,0.90821,0.78615,0.84427,0.79784,0.86346,0.87689,0.84545,0.88523,0.82223
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.70303,0.91677,0.76686,1620.00000,0.76686,0.24054,0.0,0.50097,0.0,1.0,0.89622,0.6501,0.86665,0.92228,0.84648,0.88673,0.0,0.87157,1.0,0.94101,0.96525,0.87453,0.96727,0.92799
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.80319,0.91677,0.87611,367.00000,0.87611,0.20362,1.0,0.80616,0.16806,1.0,0.96679,0.8814,0.90416,1.0,0.9404,1.0,0.0,0.94208,0.77856,0.92686,1.0,0.79546,1.0,0.94706
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.86465,0.91677,0.94315,5544.00000,0.94315,0.40713,1.0,0.81876,1.0,0.99169,0.9455,0.80696,0.94439,0.95131,0.96186,0.94109,0.0,0.93971,0.96803,0.94962,0.94006,0.9507,0.95737,0.95424
P(EventW_Machine=EventW_Machine==  | Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.80645,0.91677,0.87967,943.00000,0.87967,0.51105,0.83219,0.59184,0.7795,0.90292,0.92795,0.74196,0.86515,0.952,0.80867,1.0,0.0,1.0,0.77856,0.91426,0.92233,0.81923,1.0,0.97502
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=autonomous Trust_Human=Trust_Human<0 ),0.83511,0.91677,0.91092,2051.00000,0.91092,0.06424,0.92684,0.97509,0.88148,0.92628,0.78162,0.92215,0.95404,0.88849,0.8256,0.85348,0.89465,0.8961,0.92784,0.88095,0.9205,0.80486,0.83357,0.70927
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=autonomous Trust_Human=Trust_Human==0 ),0.89578,0.91677,0.97710,13426.00000,0.97710,0.18285,0.95744,0.94032,0.95302,0.94688,0.95199,0.94389,0.93211,0.92573,0.92032,0.91627,0.92517,0.91871,0.92009,0.92994,0.92323,0.94019,0.91943,0.97215
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=autonomous Trust_Human=Trust_Human>0 ),0.78733,0.91677,0.85880,1799.00000,0.85880,0.31647,0.812,0.73049,0.69777,0.78754,0.87994,0.85278,0.81296,0.87812,0.85543,0.91702,0.7988,0.91189,0.76825,0.74096,0.83868,0.79316,0.85022,0.71671
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=manual Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=manual Trust_Human=Trust_Human==0 ),0.83739,0.91677,0.91341,3116.00000,0.91341,0.25359,1.0,0.60093,1.0,1.0,0.91115,0.75323,0.93046,0.92594,0.92857,0.95353,0.0,0.91437,0.9782,0.96961,0.93354,0.9176,0.99255,0.94706
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine<0 Mode_H2M=manual Trust_Human=Trust_Human>0 ),0.78758,0.91677,0.85908,593.00000,0.85908,0.2988,0.87803,0.68935,0.28776,0.88114,0.90394,0.85657,0.77035,0.95315,0.8314,1.0,0.0,0.95172,0.9234,0.90258,1.0,0.83582,1.0,1.0
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=autonomous Trust_Human=Trust_Human<0 ),0.81975,0.91677,0.89417,1830.00000,0.89417,0.05335,0.90841,0.93454,0.83773,0.9613,0.7114,0.95729,0.9325,0.76916,0.83871,0.85818,1.0,0.93665,0.90664,0.93036,0.93874,0.74953,0.57185,0.77895
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=autonomous Trust_Human=Trust_Human==0 ),0.87974,0.91677,0.95961,15723.00000,0.95961,0.2157,0.93088,0.91596,0.93155,0.9263,0.93096,0.94136,0.90531,0.89372,0.92581,0.898,0.91229,0.90492,0.91065,0.90429,0.90621,0.94134,0.91172,0.90804
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=autonomous Trust_Human=Trust_Human>0 ),0.75130,0.91677,0.81950,1928.00000,0.81950,0.14731,0.78028,0.80389,0.79857,0.7579,0.8903,0.81773,0.8662,0.95177,0.0,0.88124,0.79054,0.85112,0.77691,0.80935,0.90449,0.80583,0.76816,0.87302
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=manual Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=manual Trust_Human=Trust_Human==0 ),0.70380,0.91677,0.76770,265.00000,0.76770,1.0,0.0,0.0,0.0,1.0,0.9549,0.82285,0.81912,0.91312,0.89874,0.6801,0.0,0.85872,0.93362,1.0,0.85177,0.77951,0.90491,0.95484
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine==0 Mode_H2M=manual Trust_Human=Trust_Human>0 ),0.71852,0.91677,0.78376,71.00000,0.78376,1.0,0.0,0.75072,0.6024,1.0,0.72577,0.86672,1.0,1.0,0.39667,1.0,0.0,1.0,0.0,0.72391,1.0,0.58578,1.0,1.0
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=autonomous Trust_Human=Trust_Human<0 ),0.87564,0.91677,0.95513,1603.00000,0.95513,0.12625,0.92062,0.89619,0.91507,0.93909,0.90369,0.96441,0.92962,0.91182,0.90506,0.93503,0.93511,0.87907,0.92033,0.90421,0.94048,0.95023,0.84728,0.91358
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=autonomous Trust_Human=Trust_Human==0 ),0.92787,0.91677,1.01211,2776.00000,1.01211,0.30685,0.94668,0.97822,0.94832,0.96738,0.98406,0.97269,0.96624,0.98487,0.94463,0.97508,0.93998,0.96527,0.9439,0.97897,0.96466,0.94435,0.97705,0.94039
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=autonomous Trust_Human=Trust_Human>0 ),0.78150,0.91677,0.85244,576.00000,0.85244,0.09392,1.0,0.90278,0.9492,0.94001,0.83651,0.81157,0.96659,0.94821,0.86199,0.84367,0.0,0.0,0.93777,1.0,0.87019,0.96501,1.0,0.92099
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=manual Trust_Human=Trust_Human<0 ),0.00000,0.91677,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=manual Trust_Human=Trust_Human==0 ),0.82023,0.91677,0.89470,3783.00000,0.89470,0.3818,1.0,1.0,0.0,0.98715,0.94561,0.85473,0.94663,0.96883,0.93073,0.9203,0.0,0.93178,0.97425,0.92497,0.96933,0.95165,0.94767,0.94895
P(EventW_Machine=EventW_Machine==  | Speed_Machine=Speed_Machine>0 Mode_H2M=manual Trust_Human=Trust_Human>0 ),0.81215,0.91677,0.88588,646.00000,0.88588,0.30789,0.82756,0.66753,1.0,0.92384,0.96906,0.5822,0.93787,1.0,0.95946,1.0,0.0,1.0,0.6439,0.93261,0.88944,0.84135,1.0,0.94818
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.01315,0.01548,0.84931,13.00000,0.84931,0.13249,0.0,0.0,0.0307,0.0,0.00674,0.0,0.00394,0.0,0.0,0.0,0.01942,0.0,0.02217,0.0,0.0195,0.0,0.01484,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00404,0.01548,0.26088,34.00000,0.26088,0.03583,0.00132,0.00701,9.8E-4,0.00151,0.0,0.00553,0.0049,0.00144,0.00313,0.00279,0.00165,0.00124,9.3E-4,0.0,0.00108,0.00213,0.00343,0.00183
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00484,0.01548,0.31293,14.00000,0.31293,0.0,0.0,0.01161,0.0,0.00424,0.0,0.02467,0.0139,0.00795,0.0,0.00904,0.0,0.0,0.0,0.01049,0.0,0.0,0.0,0.01014
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.08493,0.01548,5.48654,181.00000,5.48654,0.54289,0.04334,0.06646,0.09159,0.02539,0.08015,0.00868,0.02172,0.0585,0.12321,0.05309,0.1082,0.06609,0.03707,0.04782,0.03461,0.09153,0.03579,0.07757
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.02691,0.01548,1.73861,342.00000,1.73861,0.1726,0.02124,0.01687,0.01614,0.01385,0.00503,0.00969,0.01983,0.02594,0.01442,0.02813,0.02713,0.02679,0.02427,0.0123,0.02212,0.01314,0.02532,0.01655
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.04336,0.01548,2.80090,108.00000,2.80090,0.07429,0.05277,0.06226,0.03388,0.10175,0.0259,0.07053,0.02345,0.02594,0.0,0.02749,0.0,0.0,0.07633,0.0916,0.03728,0.06094,0.03797,0.02142
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00699,0.01548,0.45186,21.00000,0.45186,0.0,0.0,0.0,0.0,0.0,0.02238,0.0,0.0,0.0,0.02156,0.01453,0.0,0.01977,0.0,0.0,0.0,0.03345,0.0,0.02121
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00254,0.01548,0.16415,1.00000,0.16415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04828
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.02481,0.01548,1.60254,91.00000,1.60254,0.14221,0.0,0.0,0.0,0.0,0.01632,0.09508,0.04152,0.01331,0.01301,0.01493,0.0,0.02072,0.02788,0.01657,0.01614,0.01526,0.02217,0.01622
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.02403,0.01548,1.55239,22.00000,1.55239,0.0,0.06562,0.0,0.0,0.07013,0.04211,0.01219,0.0,0.0,0.16601,0.0,0.0,0.0,0.0,0.01844,0.02893,0.05316,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00770,0.01548,0.49772,2.00000,0.49772,0.0,0.0,0.0,0.0,0.0,0.12077,0.0,0.0,0.02562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.01032,0.01548,0.66639,1.00000,0.66639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.00000,0.01548,0.00000,0.00000,0.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.00630,0.01548,0.40670,5.00000,0.40670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01737,0.0,0.0,0.0,0.0,0.0,0.0,0.10225,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.01741,0.01548,1.12447,2.00000,1.12447,0.0,0.20846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12227,0.0,0.0,0.0,0.0,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.01217,0.01548,0.78635,13.00000,0.78635,0.11875,0.0,0.0,0.02947,0.0,0.00597,0.0,0.00388,0.0,0.0,0.0,0.01942,0.0,0.02076,0.0,0.01899,0.0,0.01404,0.0
P(EventW_Machine=EventW_Machine==cyclist detected | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.00386,0.01548,0.24905,34.00000,0.24905,0.03409,0.00128,0.00676,9.5E-4,0.00144,0.0,0.00542,0.00465,0.00133,0.00298,0.00262,0.00156,0.00117,8.8E-4,0.0,0.00104,0.00206,0.00327,0.00175
P(EventW_Machine=EventW_Machine==cyclist detected | Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.00427,0.01548,0.27598,14.00000,0.27598,0.0,0.0,0.00927,0.0,0.00359,0.0,0.02163,0.01217,0.00754,0.0,0.00843,0.0,0.0,0.0,0.00901,0.0,0.0,0.0,0.00953
